index,id,vendor,playbook_name,playbook_description,tags,steps,actuator,step_types,step_names
1257,p1257,Palo_Cortex,SOC_Eradication_Plan,This playbook handles all the eradication actions available with Cortex XSIAM  including the following sub-playbooks:\n* Eradication Plan - Reset user password\n * Eradication Plan - Delete file\n* Eradication Plan - Kill process (currently  the playbook supports terminating a process by name)  \n\nNote: The playbook inputs enable manipulating the execution flow. Read the input descriptions for details.,[],13,,,"['', 'Which eradication actions would you like to perform?', 'Eradication', 'Should Eradicate automatically?', 'Reset Password', 'Delete File', 'Terminate Process', 'Done', 'Set Process list', 'The file path and PID defined?', 'SOC Eradication Plan - Reset Password', 'SOC Eradication Plan - Delete File', 'SOC Eradication Plan - Terminate Process']"
1258,p1258,Palo_Cortex,SOC_Eradication_Plan_-_Delete_File,This playbook is one of the sub-playbooks in the eradication plan. \n This playbook executes actions of file deletion  which is a crucial step in the eradication process.,[],8,,,"['', 'Auto file deletion', 'Done - File Deletion', 'Get command result', 'Should delete the file?', 'Foundation - Error Handling', 'Run Mode?', 'Shadow Mode: Palo XDR Auto File Deletion']"
1259,p1259,Palo_Cortex,SOC_Eradication_Plan_-_Reset_Password,This playbook is one of the sub-playbooks in the eradication plan. \n The playbook executes actions to reset the user's passwords  which is a crucial step in the eradication process.,[],10,,,"['', 'Auto password reset', 'Done', 'Is Active Directory Query v2 enabled?', 'Should reset the user password?', 'Set the user with a password reset to the Alert context', 'Set users to reset password', 'Foundation - Error Handling', 'Run Mode?', 'Shadow: AD Reset Password']"
1260,p1260,Palo_Cortex,SOC_Eradication_Plan_-_Terminate_Process,This playbook is one of the sub-playbooks in the eradication plan. \n This playbook handles the termination of the processes as a crucial step in the eradication action.\nThe playbook executes actions of process termination  which is a crucial step in the eradication process.\nThe process termination can be performed based on either the process ID or the process name.,[],22,,,"['', 'Should terminate the process?', 'Done - Process Termination', 'Get command result', 'process termination', 'Was the process terminated?', 'Set terminated process per endpoint ID', 'Set Deleted files per endpoint ID to the Alert context', 'process termination', 'Get command result', 'Was the process terminated?', 'Set terminated process per endpoint ID', 'Set Deleted files per endpoint ID to the Alert context', 'Print Error', 'Print Error', 'Set PID', 'Set Path', 'Foundation - Error Handling', 'Run Mode?', 'Shadow: Palo XDR Kill Process', 'Run Mode?', 'Shadow: Palo XDR Kill Process']"
1261,p1261,Palo_Cortex,SOC_File_Enrichment_-_File_reputation,Get file reputation using one or more integrations,[],9,,,"['', 'Get file hash reputation', 'Get MD5 reputation', 'Done', 'Is there an MD5 hash?', 'Is there a SHA-256 hash?', 'Get SHA-256 reputation', 'Is there a SHA-1 hash?', 'Get SHA-1 reputation']"
1262,p1262,Palo_Cortex,SOC_File_Reputation,This playbook checks the file reputation and sets the verdict as a new context key.\n\nThe verdict is composed by 3 main components:\n\n* VirusTotal detection rate\n* Digital certificate signers\n* NSRL DB\n\nNote: a user can provide a list of trusted signers of his own using the playbook inputs\n ,[],25,,,"['', 'Done', 'VirusTotal Reputation', 'File enrichment', 'NSRL', 'Check file detections', 'Check the file hash against NSRL DB', 'Parse HTTP response body', 'Check NSRL search results', 'Set file verdict - IsNSRL', 'Set file verdict - VT-Benign', 'Check file signature', 'Set file verdict - VT-TrustedSigners', 'Set file verdict - VT-Malicious', 'Cortex XDR', 'Check file signature', 'Set file verdict - XDR-TrustedSigners', 'Set file verdict - IsNotNSRL', 'Set file verdict - VT-TrustedSigners', 'Set file verdict - XDR-UnTrustedSigners', 'Check for VT results', 'WildFire', 'Get WildFire report', 'Get WildFire verdict', 'Foundation - Error Handling']"
1263,p1263,Palo_Cortex,SOC_Get_prevalence_for_IOCs,The playbook queries the analytics module to receive the prevalence of an IOC.\n\nSupported IOC:\n- Process by SHA256\n- Process by file name\n- IP\n- Domain\n- CMD\n- Registry (require key and value)\n\n,[],21,,,"['', 'IP', 'Hash', 'Domain', 'Command Line', 'Registry', 'Process Name', 'Is IP exist?', 'Get prevalence for IP', 'Done', 'Is Hash exist?', 'Get prevalence for Hash', 'Is Domain exist?', 'Get prevalence for Domain', 'Is Process name exist?', 'Get prevalence for Process name', 'Are Registry values exists?', 'Get prevalence for Registry key and value', 'Is Command-line exist?', 'Get prevalence for Command-line', 'Foundation - Error Handling']"
1264,p1264,Palo_Cortex,SOC_IP_Enrichment_-_External_-_Generic_v2,Enrich IP addresses using one or more integrations.\n\n- Resolve IP addresses to hostnames (DNS).\n- Provide threat information.\n- IP address reputation using !ip command.\n- Separate internal and external addresses.,[],17,,,"['', 'Is there an external IP address?', 'Done', 'Enrich external IP addresses', 'Determine whether the IP address is internal or external', 'Resolve the IP address?', 'IP to Hostname (DNS)', 'Enrich Using VirusTotal Private API', 'Is VirusTotal Private API enabled?', 'Get IP report from VirusTotal Private API', 'No External IP Address', 'Check Reputation Using All Available Integrations', 'Check Reputation', 'Should use !IP command?', 'Are the IPs already classified?', 'Classify & Resolve IPs', 'Foundation - Error Handling']"
1265,p1265,Palo_Cortex,SOC_IP_Enrichment_-_Generic_v2,Enrich IP addresses using one or more integrations.\n\n- Resolve IP addresses to hostnames (DNS)\n- Provide threat information\n- Determine IP address reputation using the !ip command\n- Separate internal and external IP addresses\n- For internal IP addresses  get host information.\n\nWhen executing this playbook through IP Enrichment - Generic v2  IP classification and resolution will be handled by the main playbook  improving performance.,[],12,,,"['', 'Done', 'Determine whether the IP address is internal or external', 'Can common logic be executed from the parent playbook?', 'Resolve IPs', 'Resolve the IP addresses?', 'IP to Hostname (DNS)', 'Classify & Resolve IPs', 'Execute Sub-playbooks', 'Foundation - Error Handling', 'SOC IP Enrichment - Internal - Generic v2', 'SOC IP Enrichment - External - Generic v2']"
1266,p1266,Palo_Cortex,SOC_IP_Enrichment_-_Internal_-_Generic_v2,Enrich Internal IP addresses using one or more integrations.\n\n- Resolve IP address to hostname (DNS)\n- Separate internal and external IP addresses\n- Get host information for IP addresses.,[],12,,,"['', 'Done', 'Enrich internal IP addresses', 'Are the IPs already classified?', 'Resolve the IP address?', 'IP to Hostname (DNS)', 'Is there an internal IP address?', 'Determine whether the IP address is internal or external', 'No Internal IP Address', 'Classify & Resolve IPs', 'Foundation - Error Handling', 'SOC Endpoint Enrichment - Generic v2.1']"
1267,p1267,Palo_Cortex,SOC_Isolation_Router,Determine the correct playbook to run for the correct endpoint product.,[],10,,,"['', 'SOC Containment Plan - Isolate Device', 'No endpoint agent found', 'Done', 'Verify Crowdstrike integration', 'Verify MDE integration', 'Check XDR for host', 'XDR Agent found?', 'SOC Microsoft Defender For Endpoint - Isolate Endpoint', 'SOC Crowdstrike Falcon - Isolate Endpoint']"
1268,p1268,Palo_Cortex,SOC_MDE_-_Block_File,"This playbook receives an MD5 or a SHA256 hash and adds it to the block list in Microsoft Defender for Endpoint. \nThe playbook uses the integration "" Microsoft Defender for Endpoint"".",[],13,,,"['', 'Is Microsoft Defender for Endpoint is enable?', 'Done', 'Block Indicators by SHA256', 'Block Indicators by MD5', 'Is there any file to block?', 'Has MD5 hashes?', 'Has SHA256 hashes?', 'Foundation - Error Handling', 'Run Mode', 'Shadow Mode: Block Indicators by SHA256', 'Run Mode', 'Shadow Mode: Block Indicators by MD5']"
1269,p1269,Palo_Cortex,SOC_Microsoft_Defender_For_Endpoint_-_Isolate_Endpoint,This playbook accepts an endpoint ID  IP  or host name and isolates it using the Microsoft Defender For Endpoint integration.,[],25,,,"['', 'Is Microsoft Defender For Endpoint Integration Enabled?', 'Done', 'Is the device ready for isolation?', 'Isolate endpoint', ' Check if Isolate Action Succeeded', 'Print a warning to the war room - Device already isolated', 'Print inactive device', 'Set Active Device', 'Set Non-valid Devices', 'Is there any inactive device?', 'Print incorrect Device ID', 'Check if there is any provided incorrect info', 'Set Incorrect ID', 'Set Incorrect IP', 'Set Incorrect Hostname', 'Normalizing Device info', 'Active Device', 'Inactive Device', 'Incorrect Input', 'Isolate Device', 'Was any data provided?', 'Enrich Endpoint info', 'Mode Run?', 'Shadow: CrowdStrike Isolate EndPoint']"
1270,p1270,Palo_Cortex,SOC_NIST_Detection_&_Analysis,Detection & Analysis (Endpoint) â€” chooses actions based on normalized entities and alert categories.,[],29,,,"['', 'Have a Process hash?', 'Have an Endpoint IP?', 'Have a User tied to this endpoint?', 'SOC Endpoint Enrichment - Generic v2.1', 'SOC File Reputation', 'SOC IP Enrichment - Generic v2', 'Host Enrichent', 'File Enrichment', 'IP Enrichment', 'Identity Enrichment', 'Done', 'Have a Host entity?', 'SOC URL Enrichment - Generic v2', 'Have an Email?', 'Email Enrichment', 'Have an URL?', 'URL Enrichment', 'Domains', 'CVEs (Nice To Have)', 'Was the file found as Benign', 'Set file verdict benign', 'Set file verdict suspicious', 'Was the IP found as Suspicious?', 'Set SuspectedVerdict to Suspicious IP', 'Was the URL found as Suspicious?', 'Set Suspected Verdict to Suspicious URL', 'SOC Account Enrichment - Generic v2.1', 'SOC Email Address Enrichment - Generic v2.1']"
1271,p1271,Palo_Cortex,SOC_PAN-OS_-_Block_IP_-_Custom_Block_Rule,This playbook blocks IP addresses using Custom Block Rules in Palo Alto Networks Panorama or Firewall.\nThe playbook receives malicious IP addresses as inputs  creates a custom bi-directional rule to block them  and commits the configuration.,[],15,,,"['', 'Palo Alto Networks PAN-OS enabled?', 'Panorama - Create custom block rule', 'Done', 'Is there an IP to block?', 'PAN-OS - Create address object', 'AutoCommit defined?', 'Commit PAN-OS Instance manually', 'Panorama - Create custom block rule', 'Commit PAN-OS Instance manually', 'Foundation - Error Handling', 'SOC PAN-OS Commit Configuration v2', 'SOC PAN-OS Commit Configuration v2', 'Shadow Run?', 'Print To WarRoom']"
1272,p1272,Palo_Cortex,SOC_PAN-OS_-_Block_IP_-_Static_Address_Group,This playbook blocks IP addresses using Static Address Groups in Palo Alto Networks Panorama or Firewall.\nThe playbook receives malicious IP addresses and an address group name as inputs  verifies that the addresses are not already a part of the address group  adds them and commits the configuration.\n\n***Note - The playbook does not block the address group communication using a policy block rule. This step will be taken once outside of the playbook.,[],17,,,"['', 'Palo Alto Networks PAN-OS enabled?', 'Is there an IP to block?', 'Done', 'PAN-OS - Get address group', 'Check if the malicious IPs already exist in the address group', 'PAN OS - Add IP addresses to address group', 'PAN-OS - Create address objects', 'AutoCommit defined?', 'Commit PAN-OS Instance manually', 'PAN OS - Add IP addresses to address group', 'Commit PAN-OS Instance manually', 'Foundation - Error Handling', 'SOC PAN-OS Commit Configuration v2', 'SOC PAN-OS Commit Configuration v2', 'Shadow Run?', 'Print To WarRoom']"
1273,p1273,Palo_Cortex,SOC_PAN-OS_-_Block_URL_-_Custom_URL_Category,This playbook blocks URLs using Palo Alto Networks Panorama or Firewall through Custom URL Categories.\nThe playbook checks whether the input URL category already exists  and if the URLs are a part of this category. Otherwise  it will create the category  block the URLs  and commit the configuration.,[],24,,,"['', 'Is Palo Alto Networks PAN-OS enabled?', 'Is there a URL to block?', 'PAN-OS - Create Custom URL Category', 'PAN-OS - Block Malicious URL Category', 'Done', 'PAN-OS - Get Custom URL Category', 'Malicious URLs already exist in the Custom URL Category?', 'Custom URL Category exists?', 'PAN-OS - Add malicious URLs to Custom URL Category', 'AutoCommit defined?', 'Commit PAN-OS Instance manually', 'AutoCommit defined?', 'Commit PAN-OS Instance manually', 'PAN-OS - Block Malicious URL Category', 'Commit PAN-OS Instance manually', 'Foundation - Error Handling', 'SOC PAN-OS Commit Configuration v2', 'SOC PAN-OS Commit Configuration v2', 'SOC PAN-OS Commit Configuration v2', 'Shadow Run?', 'Print To WarRoom', 'Shadow Run?', 'Print To WarRoom']"
1274,p1274,Palo_Cortex,SOC_PAN-OS_-_Create_Or_Edit_Rule,Creates or edits a Panorama rule and moves it into the desired position,[],20,,,"['', 'List all rules', 'Does the rule exist?', 'Is the rule inbound or outbound?', 'Is the rule inbound or outbound?', 'Add new source to the rule', 'Add the new destination to the rule', 'Create an outbound rule', 'Move the rule into its position', 'Done', 'Create an inbound rule', 'Foundation - Error Handling', 'Shadown Run?', 'Print To WarRoom', 'Shadown Run?', 'Print To WarRoom', 'Shadown Run?', 'Print To WarRoom', 'Shadown Run?', 'Print To WarRoom']"
1275,p1275,Palo_Cortex,SOC_PAN-OS_Commit_Configuration_v2,Commit the PAN-OS Panorama or Firewall configuration. If specified as Panorama  it also pushes the Policies to the specified Device Group in the instance.,[],17,,,"['', 'Is Palo Alto Networks PAN-OS enabled?', 'Commit to Panorama', 'Done', 'Push rules to the Panorama device group', 'Get Panorama commit status', 'Fetch instance info', 'Identify the instance type', 'Was Panorama commit successful?', 'Was Panorama push successful?', 'Print commit error', 'Print push error', 'Fix errors and commit manually', 'Fix errors and push manually', 'Foundation - Error Handling', 'Shadow Run?', 'Print To WarRoom']"
1276,p1276,Palo_Cortex,SOC_PAN-OS_DAG_Configuration,This playbook utilizes the Dynamic Address Group (DAG) capability of PAN-OS.\nDAG enables analysts to create a rule one time  where the group is the source/destination  and adds IP addresses dynamically without the need to commit the configuration every time.\n\nThe playbook checks if the given tag already exists. If the tag exists  then the IP address is added to the tag.\n\nIf the tag does not exist  a new address group is created with the given tag and a matching rule  and the configuration is committed. \n,[],16,,,"['', 'Is PAN-OS integration enabled?', 'List Address Groups', 'Check if tag exists in address groups', 'Register IP address to a tag', 'Done', 'Create Address Group', 'Manually commit', 'Is auto-commit defined?', 'Foundation - Error Handling', 'SOC PAN-OS Commit Configuration v2', 'SOC PAN-OS - Create Or Edit Rule', 'Shadow Run?', 'Print To WarRoom', 'Shadow Run?', 'Print To WarRoom']"
1277,p1277,Palo_Cortex,SOC_Prisma_SASE_-_Block_URL,The playbook will handle the operation of blocking a URL within the organization.\nIf a category is provided  the URL will be added to the list.\nIf not  a new URL category will be created  and a new security rule that blocks that category.,[],19,,,"['', 'Check if the URL Custom Category was defined', 'Updating URL Predfiened Category List', 'Get the URL category List', 'Was a URL to Block provided?', 'Done', 'Creating a new Category', 'Is the URL already exist?', 'Create a new Custom URL Category', 'Update the URL category', 'Push Config', 'Commit and push configuration to folders?', 'Prisma SASE - Create or Edit Security Policy Rule', 'Choose to commit and push configuration automatically', 'Foundation - Error Handling', 'Run Mode?', 'Run Mode?', 'Shadow: Prisma SASE Create new URL Category', 'Shadow: Prisma SASE Update URL Category']"
1278,p1278,Palo_Cortex,SOC_Prisma_SASE_-_Create_or_Edit_Security_Policy_Rule,This playbook handles the creation or editing of the Security Policy Rule for Prisma SASE integration. \n,[],20,,,"['', 'List Security Policy', 'Check if the rule was already created', 'Create New Security Rule', 'Done', 'Check if the policy was pushed successfully.', 'The policy was created successfully?', 'Raise error on pushing config', 'Push Config', 'Commit and push configuration to folders?', 'Choose to commit and push configuration automatically', 'Update Security Rule', 'Foundation - Error Handling', 'Run Mode?', 'Run Mode?', 'Run Mode?', 'Run Mode?', 'Shadow: Create New Security Rule', 'Shadow: Update Security Rule', 'Shadow: Prisma SASE Push Config']"
1279,p1279,Palo_Cortex,SOC_Ready_Ticketing,This playbook is designed to insure ticketing is ready and an instance is configured.  This will pick by they order they are in  so a first match is the ticketing system of choice.\nCurrently Supports:\n-- Service Now\n-- Jira,[],7,,,"['', 'Done', 'Service Now Integration Up?', 'Jira Integration Up?', 'Set Ticketing System (Jira)', 'Set Ticketing System (Service Now)', 'Set Ticketing System (No Ticketing)']"
1280,p1280,Palo_Cortex,SOC_Recovery_Plan,This playbook handles all the recovery actions available with Cortex XSIAM  including the following tasks:\n* Unisolate endpoint\n* Restore quarantined file\n\nNote: The playbook inputs enable manipulating the execution flow; read the input descriptions for details.,[],11,,,"['', 'Should unisolate the endpoint?', 'Unisolate endpoint', 'Done', 'Should restore the quarantined file?', 'Restore file', 'Foundation - Error Handling', 'Run Mode?', 'Run Mode?', 'Shadow: Palo XDR Unisolate Endpoint', 'Shadow: Palo XDR Restore File']"
1281,p1281,Palo_Cortex,SOC_Symantec_block_Email,This playbook will block email address at your email gateway.,[],9,,,"['', 'Is Symantec available', 'Block email', 'Done', 'Is there email to block? ', 'Symantec', 'Foundation - Error Handling', 'Run Mode?', 'Shadow: Symantec Block Email']"
1282,p1282,Palo_Cortex,SOC_URL_Enrichment_-_Generic_v2,Enrich URLs using one or more integrations.\n\nURL enrichment includes:\n* SSL verification for URLs.\n* Threat information.\n* Providing of URL screenshots.\n* URL Reputation using !url.,[],15,,,"['', 'Is there a URL to enrich?', 'Done', 'Is Rasterize integration enabled? ', 'Get URL screenshot', 'Capture screenshots of the URL?', 'URL Screenshots', 'URL Verification', 'Verify SSL for URLs', 'Verify URLs?', 'No URLs', 'URL Reputation', 'Check Reputation', 'Should use !url command?', 'Foundation - Error Handling']"
1283,p1283,Splunk,CiscoTalosIntelligence_Identifier_Reputation_Analysis,Accepts a URL  IP or Domain and does reputation analysis on the objects. Generates a threat level  threat categories and AUP categories that are formatted and added to a container as a note.,"['reputation', 'url', 'ip', 'domain', 'Cisco Talos Intelligence']",15,[],[],"['\\n', '\\n', 'domain reputation filter\\nExclude failing domain reputations', 'ip reputation filter\\nExclude failing ip reputations', 'format 2\\nFormat output of domain threat data into an appropriate format for build_domain_output that generates observable objects.', 'format 1\\nFormat output of url threat data into an appropriate format for build_url_output that generates observable objects.', 'format 3\\nFormat output of ip threat data into an appropriate format for build_ip_output that generates observable objects. ', ""input filter\\nFilter to pass in a url  domain or ip to it's appropriate action"", 'build url output\\nGenerate an observable dictionary to output into the observables data path.', 'build domain output\\nGenerate an observable dictionary to output into the observables data path.', 'build ip output\\nGenerate an observable dictionary to output into the observables data path.', 'url reputation\\nUse Talos to get threat data on an url', 'domain reputation\\nUse Talos to get threat data on a domain', 'ip reputation\\nUse Talos to get threat data on an ip', 'url reputation filter\\nExclude failing url reputations']"
1284,p1284,Splunk,Commvault_Cloud_Disable_Data_Aging,Accepts a server hostname to disable data aging  protecting backup data from being purged to ensure clean recovery availability.,"['D3-ACH', 'containment']",7,[],[],"['\\n', '\\n', 'filter success\\nDetermines whether client API is success or not ', 'add comment success\\nOn success add a comment', 'set status closed\\nOn success close  the event', 'add comment failure\\nOn failure add a comment', 'disable data aging\\nDisable data aging on a given hostname using Commvault Cloud client API']"
1285,p1285,Splunk,Crowdstrike_Endpoint_IOC_Enrichment,This Playbook is designed to give you in depth insight not only into the affected Crowdstrike device  but also other devices in the Crowdstrike environment. \n\nFirst  it will hunt for the possible malicious File Hashes  URL/Domains and IPs on other environment.  At the same time it delivers URL and File Reputation from your Crowdstrike environment on relatable artifacts.  \n\nLastly  via prompt you will be delivered with pertinent information relating to actions run above.  You will then be tasked to answer Yes/No on Network Isolation of device  blocking the execution of malicious files and file eviction from the device completely. ,"['CrowdStrike_OAuth_API', 'containment', 'investigate', 'D3-EDL', 'D3-FEV', 'D3-NI', 'D3-DNSDL']",18,[],[],"['\\n', '\\n', 'ioc filter\\nFilters the different type of IOCs present in the event sent to the playbook.', 'file reputation\\nLook up the reputation of file IOCs from CrowdStrike and collect the information in order to present it to the analyst to inform later response within the playbook.', 'url reputation\\nQueries CrowdStrike for information about the reputation of the URL IOCs.   This is collected to better inform the analyst for later response in the playbook.', 'hunt ip\\nGet a list of device IDs on which the IP address IOC was matched on the network by querying CrowdStrike and collect the information in order to present it to the analyst to inform later response within the playbook.', 'CrowdStrike_OAuth_API_Endpoint_Analysis\\n', 'CrowdStrike_OAuth_API_Get_Device_Info_File\\n', 'CrowdStrike_OAuth_API_Get_Device_Info_Ip\\n', 'hunt domain\\nHunt for the domain part of the requestURL to see if it was seen on other endpoints in the environment.  That context will then be presented to the analyst if relevant to guide response.', 'url parse\\nParse the requestURL attribute into its constituent parts  mostly to get the domain for later blocks.', 'format file reputation results\\nFormat the results of the previous action block in Markdown format for later presentation.', 'format hunt file results\\nFormat the results of the previous action block in Markdown format for later presentation.', 'format hunt ip results\\nFormat the results of the previous action block in Markdown format for later presentation.', 'format url reputation results\\nFormat the results of the previous action block in Markdown format for later presentation.', 'format hunt domain results\\nFormat the results of the previous action block in Markdown format for later presentation.', 'CrowdStrike_OAuth_API_Get_Device_Info_Domain\\n', 'hunt file\\nHunt for a file IOCs on the network by querying CrowdStrike and collect the information in order to present it to the analyst to inform later response within the playbook.']"
1286,p1286,Splunk,Crowdstrike_Endpoint_Quarantine_Response,This Playbook is designed to give you in depth insight not only into the affected Crowdstrike device  but also other devices in the Crowdstrike environment. \n\nFirst  it will hunt for the possible malicious File Hashes and IPs on other environment.  At the same time it delivers URL and File Reputation from your Crowdstrike environment on relatable artifacts.  \n\nLastly  via prompt you will be delivered with pertinent information relating to actions run above.  You will then be tasked to answer Yes/No on Network Isolation of device  Deny listing of files and file eviction from device completely. ,"['CrowdStrike_OAuth_API', 'containment', 'investigate', 'D3-EDL', 'D3-FEV', 'D3-NI', 'D3-DNSDL']",17,[],[],"['\\n', '\\n', 'CrowdStrike_OAuth_API_Executable_Denylisting\\n', 'CrowdStrike_OAuth_API_Network_Isolation\\n', 'CrowdStrike_OAuth_API_File_Eviction\\n', 'CrowdStrike_OAuth_API_File_Collection\\n', 'add executable denylisting results\\nAdd a note on the event with the results (markdown format) of the Executable Denylisting input playbook run.', 'add file eviction results\\nAdd a note on the event with the results (markdown format) of the File Eviction input playbook run.', 'add network isolation results\\nAdd a note on the event with the results (markdown format) of the Network Isolation input playbook run.', 'format complete file path\\nConcatenates the filePath and fileName attributes together for the File Collection input playbook which needs it.', 'add file collection results\\nAdd a note on the event with the results (markdown format) of the File Collection input playbook run.', 'Crowdstrike_Endpoint_IOC_Enrichment\\n', 'format analyst message\\nFormat the message containing the results of all the enrichment activities done so it can be presented to the analyst.', 'prompt analyst\\nPrompt the analyst with the enrichment information and ask for response actions that should be executed.', 'Check owner is set\\nThis playbook expects an analyst is assigned as the owner of the source event/alert.  If not set  abort with a message.', 'add owner missing note\\nAdd a note to ensure users know the event on which this playbook is being run need to have an owner assigned.', 'perform applicable response actions\\nPerform response actions based on the selections made by the analyst.']"
1287,p1287,Splunk,CrowdStrike_OAuth_API_Endpoint_Analysis,Accepts a hostname or device id as input and collects running processes  network connections and various system information from the device via Crowdstrike. We then generate an observable report for each. This can be customized based on user preference.,"['CrowdStrike_OAuth_API', 'host name', 'enrichment', 'D3-NTA', 'D3-PA', 'D3-AI']",15,[],[],"['\\n', '\\n', 'create session\\nCreate a Real Time Response (RTR) session on CS Falcon to interact with the endpoint.', 'run admin command ps\\nGets a list of running processes on the specified endpoint.', 'process process observables\\nFormat a normalized output for each process', 'run admin command netstat\\nList the open sockets & network ports on the specified endpoint.', 'process network observables\\nFormat a normalized output for each network connection', 'input filter\\nDetermines if the provided inputs are present in the dataset.', 'get system info\\nGet information from the endpoint.', 'process system observables\\nFormat a normalized output for the endpoint.', 'delete session\\nDeletes the Real Time Response (RTR) session on CS Falcon.', 'run admin command services\\nRuns a set of Powershell commands to gather details about the services on the endpoint.  This requires that the host response policy permits it on the CrowdStrike side.', 'process service observables\\nFormat a normalized output for each service', 'format fql\\nFormat the FQL query to get the input device information using its ID or hostname.', 'query device\\nGet information about the device to unquarantine using its hostname or device id.']"
1288,p1288,Splunk,CrowdStrike_OAuth_API_Executable_Denylisting,Accepts a hostname or device id as well as a file hash as input and add an indicator (IOC) for a device in Crowdstrike. We then generate an observable report as well as a Markdown formatted report. Both reports can be customized based on user preference.,"['CrowdStrike_OAuth_API', 'host name', 'D3-EDL', 'file_hash', 'response_option']",8,[],[],"['\\n', '\\n', 'upload indicator\\nUpload indicator that we want CrowdStrike to prevent and watch for all platforms.', 'input filter\\nDetermines if the provided inputs are present in the dataset.', 'file observables\\nFormat a normalized output for each host', 'format fql\\nFormat the FQL query to get the input device information using its ID or hostname.', 'query device\\nGet information about the device to unquarantine using its hostname or device id.', 'format executable denylisting report\\nFormat a summary table with the information gathered from the playbook.']"
1289,p1289,Splunk,CrowdStrike_OAuth_API_File_Collection,Accepts a hostname or device id as well as a file path as input and collects the file to the event File Vault from a device in Crowdstrike. An artifact is created from the collected file.  We then generate an observable report as well as a Markdown formatted report. Both reports can be customized based on user preference.,"['CrowdStrike_OAuth_API', 'host name', 'enrichment', 'D3-FA']",15,[],[],"['\\n', '\\n', 'create session\\nCreates a Real Time Response (RTR) session to interact with the endpoint', 'run admin command get\\nGets the specified file based on the playbook input path', 'list session files\\nLists the previous file we ran a get command on  which returns its SHA256 hash', 'get session file\\nDownloads the RTR session file from the endpoint to the SOAR File Vault', 'delete session\\nCloses a Real Time Response (RTR) session with the endpoint', 'create file artifact\\nCreate the JSON structure from the collected file metadata to create a SOAR artifact.', 'artifact create\\nCreates a new artifact to store information about the file collected from Crowdstrike.', 'input filter\\nDetermines if the provided inputs are present in the dataset.', 'determine get status\\nCheck the results of the RTR get command to ensure it was indeed successful.  RTR commands are notably unreliable in how they report status  instead proving stdout and stderr information.', 'host observables\\nFormat a normalized output for each host', 'format fql\\nFormat the FQL query to get the input device information using its ID or hostname.', 'query device\\nGet information about the device using its hostname or device id.', 'format file collection report\\nFormat a summary table with the information gathered from the playbook.']"
1290,p1290,Splunk,CrowdStrike_OAuth_API_File_Eviction,Accepts a hostname or device id as well as a file path as input and deletes the file from a device in Crowdstrike. We then generate an observable report as well as a Markdown formatted report. Both reports can be customized based on user preference.,"['CrowdStrike_OAuth_API', 'host name', 'D3-FEV']",10,[],[],"['\\n', '\\n', 'create session\\nCreates a Real Time Response (RTR) session to interact with the endpoint', 'delete session\\nCloses a Real Time Response (RTR) session to interact with the endpoint', 'run admin command rm\\nRun the rm admin command via Real Time Response (RTR)', 'input filter\\nDetermines if the provided inputs are present in the dataset.', 'host observables\\nFormat a normalized output for each host', 'format fql\\nFormat the FQL query to get the input device information using its ID or hostname.', 'query device\\nGet information about the device using its hostname or device id.', 'format file eviction report\\nFormat a summary table with the information gathered from the playbook.']"
1291,p1291,Splunk,CrowdStrike_OAuth_API_File_Restore,Accepts a hostname or device id as well as a file path as input and restores the file from the File Vault to a device in Crowdstrike. We then generate an observable report as well as a Markdown formatted report. Both reports can be customized based on user preference.,"['CrowdStrike_OAuth_API', 'host name', 'D3-RF']",13,[],[],"['\\n', '\\n', 'create session\\nCreates a Real Time Response (RTR) session to interact with the endpoint', 'delete session\\nCloses a Real Time Response (RTR) session to interact with the endpoint', 'run admin command put\\nRun the put admin command via Real Time Response (RTR)', 'filter file artifacts\\nFilter to ensure the requested file to restore was found in the vent artifacts.  This playbook assumes the file to restore has been previously collected by the CrowdStrike_OAuth_API_File_Collection input playbook.\\n', 'upload put file\\nUpload the file to restore from the SOAR Vault to Crowdstrike.', 'input filter\\nDetermines if the provided inputs are present in the dataset.', 'run admin command cd\\nRun the cd admin command via Real Time Response (RTR) to set the working directory properly for the following put command.', 'host observables\\nFormat a normalized output for each host', 'format fql\\nFormat the FQL query to get the input device information using its ID or hostname.', 'query device\\nGet information about the device using its hostname or device id.', 'format file restore report\\nFormat a summary table with the information gathered from the playbook.']"
1292,p1292,Splunk,CrowdStrike_OAuth_API_Get_Device_Info,Given either a CrowdStrike device id (agentId) or a hostname  will query the device to get the other missing attribute.  This enables finding the hostname from a device id or the device id from a hostname and can be used in front of other CrowdStrike custom playbooks for added flexibility.,"['host name', 'device id', 'CrowdStrike_OAuth_API']",6,[],[],"['\\n', '\\n', 'format fql\\nFormat the FQL query to get the input device information using its Device ID or hostname.', 'input filter\\nDetermines if the provided inputs are present in the dataset.', 'query device\\nGet information about the CrowdStrike device using its hostname or device id.', 'format output data\\nThis code block removes null values returned in some cases for device_id or hostname values.  It also provides a default value of ""No results found"" when nothing is returned.']"
